opportunity_id,account,product,deal_stage,sales_agent,sector,company_size,revenue_tier,regional_office,lead_score,priority
CENVLTFH,Toughzap,GTX Plus Basic,Engaging,Corliss Cosme,retail,Large,Tier 2: $100M-$499M,East,65.1,Medium Priority
YMWG4Z3S,Warephase,GTX Plus Basic,Engaging,Kary Hendrixson,services,Corporate,Tier 4: $1B-$2.5B,West,65.1,Medium Priority
QEZ2X87C,Iselectrics,MG Special,Engaging,Rosalina Dieter,technology,Enterprise,Tier 3: $500M-$999M,West,65.1,Medium Priority
0OESOJNN,Warephase,GTX Plus Basic,Engaging,James Ascencio,services,Corporate,Tier 4: $1B-$2.5B,West,65.1,Medium Priority
JIACLB24,Scottech,GTX Basic,Engaging,Vicki Laflamme,marketing,Medium,Tier 1: < $100M,West,65.0,Medium Priority
I7BWM5O0,Warephase,MG Special,Engaging,Violet Mclelland,services,Corporate,Tier 4: $1B-$2.5B,East,65.0,Medium Priority
J5BCAQ1Z,Bioplex,GTX Basic,Engaging,Zane Levy,medical,Enterprise,Tier 2: $100M-$499M,West,65.0,Medium Priority
Z9QZKUV5,Zumgoity,GTX Basic,Engaging,Zane Levy,medical,Enterprise,Tier 2: $100M-$499M,West,65.0,Medium Priority
1UW6ILCH,Bioplex,GTX Basic,Engaging,Maureen Marcano,medical,Enterprise,Tier 2: $100M-$499M,West,65.0,Medium Priority
HIV4W2E0,Betasoloin,GTX Plus Basic,Engaging,Kary Hendrixson,medical,Medium,Tier 2: $100M-$499M,West,65.0,Medium Priority
5MAXF8FK,The New York Inquirer,GTX Plus Pro,Engaging,Gladys Colclough,medical,Large,Tier 2: $100M-$499M,Central,64.9,Medium Priority
EZVKSQ9C,Genco Pura Olive Oil Company,GTX Plus Pro,Engaging,Boris Faz,retail,Enterprise,Tier 3: $500M-$999M,East,64.8,Medium Priority
R8V3ALA8,Konmatfix,GTX Basic,Prospecting,Darcel Schlecht,marketing,Enterprise,Tier 2: $100M-$499M,Central,64.8,Medium Priority
XBPJ6M4K,Finhigh,GTX Basic,Engaging,Kary Hendrixson,finance,Enterprise,Tier 4: $1B-$2.5B,West,64.7,Medium Priority
7ZN8YCH8,Gekko & Co,MG Special,Engaging,Versie Hillebrand,retail,Enterprise,Tier 5: > $2.5B,Central,64.7,Medium Priority
DDHNCZMO,Konex,GTX Plus Pro,Prospecting,Niesha Huffines,technology,Corporate,Tier 5: > $2.5B,Central,64.7,Medium Priority
Q9UWOC28,Plusstrip,GTX Plus Basic,Prospecting,Anna Snelling,entertainment,Medium,Tier 2: $100M-$499M,Central,64.6,Medium Priority
XTE9XJTS,Zencorporation,MG Special,Engaging,Kary Hendrixson,technology,Medium,Tier 1: < $100M,West,64.5,Medium Priority
PO158L29,Blackzim,GTX Basic,Engaging,Cassey Cress,retail,Enterprise,Tier 2: $100M-$499M,East,64.5,Medium Priority
CT3HBBI2,Mathtouch,MG Special,Engaging,Elease Gluck,marketing,Corporate,Tier 5: > $2.5B,West,64.4,Medium Priority
RP7KA6HS,Mathtouch,MG Special,Engaging,Elease Gluck,marketing,Corporate,Tier 5: > $2.5B,West,64.4,Medium Priority
9D43V124,Mathtouch,MG Special,Engaging,Vicki Laflamme,marketing,Corporate,Tier 5: > $2.5B,West,64.4,Medium Priority
WJQ8VD51,Faxquote,GTX Basic,Engaging,Kami Bicknell,telecommunications,Corporate,Tier 4: $1B-$2.5B,West,64.4,Medium Priority
NNH4EBG8,Mathtouch,MG Special,Engaging,Vicki Laflamme,marketing,Corporate,Tier 5: > $2.5B,West,64.4,Medium Priority
VXMFL425,Faxquote,GTX Basic,Engaging,James Ascencio,telecommunications,Corporate,Tier 4: $1B-$2.5B,West,64.4,Medium Priority
UVCHXUIG,Konmatfix,MG Special,Engaging,Anna Snelling,marketing,Enterprise,Tier 2: $100M-$499M,Central,64.3,Medium Priority
SE6OIGYN,Isdom,GTX Plus Basic,Engaging,Violet Mclelland,medical,Enterprise,Tier 5: > $2.5B,East,64.3,Medium Priority
Q9VC6GV0,Konmatfix,MG Special,Engaging,Anna Snelling,marketing,Enterprise,Tier 2: $100M-$499M,Central,64.3,Medium Priority
VW8CEV4C,Konmatfix,MG Special,Prospecting,Versie Hillebrand,marketing,Enterprise,Tier 2: $100M-$499M,Central,64.3,Medium Priority
FZWU2I30,The New York Inquirer,GTX Plus Pro,Engaging,Zane Levy,medical,Large,Tier 2: $100M-$499M,West,64.2,Medium Priority
AF8NG5JC,Betatech,MG Special,Engaging,Cassey Cress,medical,Enterprise,Tier 3: $500M-$999M,East,64.2,Medium Priority
OEG8QG42,Bioplex,MG Advanced,Prospecting,Anna Snelling,medical,Enterprise,Tier 2: $100M-$499M,Central,64.2,Medium Priority
EUBMHJGQ,Hottechi,MG Special,Engaging,Versie Hillebrand,technology,Corporate,Tier 5: > $2.5B,Central,64.1,Medium Priority
RKP2DVSU,Hottechi,MG Special,Prospecting,Niesha Huffines,technology,Corporate,Tier 5: > $2.5B,Central,64.1,Medium Priority
T3T4OE0A,Konex,MG Special,Prospecting,Niesha Huffines,technology,Corporate,Tier 5: > $2.5B,Central,64.1,Medium Priority
GZ6SFRAT,Hottechi,MG Special,Engaging,Lajuana Vencill,technology,Corporate,Tier 5: > $2.5B,Central,64.1,Medium Priority
7WXPAXAV,Rangreen,MG Special,Prospecting,Marty Freudenburg,technology,Corporate,Tier 5: > $2.5B,Central,64.1,Medium Priority
QD4ONE04,Rangreen,MG Special,Engaging,Anna Snelling,technology,Corporate,Tier 5: > $2.5B,Central,64.1,Medium Priority
W2K1S9N3,Dalttechnology,GTX Plus Basic,Prospecting,Lajuana Vencill,software,Small,Tier 1: < $100M,Central,64.0,Medium Priority
S4V0T890,Finjob,MG Advanced,Prospecting,Marty Freudenburg,employment,Enterprise,Tier 4: $1B-$2.5B,Central,63.9,Medium Priority
S8FODURJ,Nam-zim,GTX Basic,Engaging,Zane Levy,services,Enterprise,Tier 2: $100M-$499M,West,63.9,Medium Priority
ZKJIVMSG,Finjob,MG Advanced,Prospecting,Lajuana Vencill,employment,Enterprise,Tier 4: $1B-$2.5B,Central,63.9,Medium Priority
RJ21Q4HO,Hottechi,GTX Basic,Prospecting,Gladys Colclough,technology,Corporate,Tier 5: > $2.5B,Central,63.8,Medium Priority
2SZX9B7J,Sunnamplex,GTX Plus Pro,Prospecting,Cecily Lampkin,marketing,Enterprise,Tier 3: $500M-$999M,Central,63.8,Medium Priority
P1SGQODJ,Rangreen,GTX Plus Basic,Engaging,Boris Faz,technology,Corporate,Tier 5: > $2.5B,East,63.8,Medium Priority
0QPZIIPF,Donware,GTX Plus Basic,Engaging,Vicki Laflamme,marketing,Enterprise,Tier 4: $1B-$2.5B,West,63.8,Medium Priority
A1TDRYHZ,Rangreen,MG Advanced,Engaging,Rosie Papadopoulos,technology,Corporate,Tier 5: > $2.5B,East,63.8,Medium Priority
76WK0KFZ,Konex,GTX Basic,Prospecting,Lajuana Vencill,technology,Corporate,Tier 5: > $2.5B,Central,63.8,Medium Priority
E3XLWCWX,Ontomedia,GTX Plus Pro,Engaging,Marty Freudenburg,employment,Enterprise,Tier 3: $500M-$999M,Central,63.7,Medium Priority
2TI0MAKP,Lexiqvolax,GTX Basic,Prospecting,Versie Hillebrand,medical,Enterprise,Tier 4: $1B-$2.5B,Central,63.7,Medium Priority
HF74MC9F,Ganjaflex,GTX Plus Pro,Engaging,Corliss Cosme,retail,Corporate,Tier 5: > $2.5B,East,63.7,Medium Priority
UFZFCBOS,Lexiqvolax,GTX Basic,Prospecting,Jonathan Berthelot,medical,Enterprise,Tier 4: $1B-$2.5B,Central,63.7,Medium Priority
L4R7LDY1,Hatfan,MG Special,Engaging,Violet Mclelland,services,Enterprise,Tier 3: $500M-$999M,East,63.7,Medium Priority
0KSK9O00,Bluth Company,GTX Basic,Prospecting,Lajuana Vencill,technology,Enterprise,Tier 4: $1B-$2.5B,Central,63.6,Medium Priority
LEJWV2Y5,Donquadtech,GTX Basic,Prospecting,Darcel Schlecht,technology,Enterprise,Tier 4: $1B-$2.5B,Central,63.6,Medium Priority
O0L6JUYE,Bluth Company,GTX Basic,Engaging,Marty Freudenburg,technology,Enterprise,Tier 4: $1B-$2.5B,Central,63.6,Medium Priority
GWQX8BSZ,Donquadtech,GTX Basic,Engaging,Niesha Huffines,technology,Enterprise,Tier 4: $1B-$2.5B,Central,63.6,Medium Priority
XT8HCGAD,Bubba Gump,MG Special,Engaging,Rosalina Dieter,software,Enterprise,Tier 3: $500M-$999M,West,63.6,Medium Priority
OIIFWY81,Conecom,GTX Basic,Prospecting,Jonathan Berthelot,technology,Enterprise,Tier 4: $1B-$2.5B,Central,63.6,Medium Priority
TN4KM3D1,Bluth Company,GTX Basic,Prospecting,Jonathan Berthelot,technology,Enterprise,Tier 4: $1B-$2.5B,Central,63.6,Medium Priority
DMG5EOFC,Lexiqvolax,MG Advanced,Engaging,Violet Mclelland,medical,Enterprise,Tier 4: $1B-$2.5B,East,63.5,Medium Priority
RKOQZJZR,J-Texon,GTX Plus Basic,Engaging,Zane Levy,retail,Enterprise,Tier 4: $1B-$2.5B,West,63.4,Medium Priority
SXFE42KG,Gogozoom,MG Advanced,Engaging,Cecily Lampkin,telecommunications,Medium,Tier 1: < $100M,Central,63.4,Medium Priority
B4SIVH1O,Fasehatice,GTX Basic,Engaging,Daniell Hammack,retail,Corporate,Tier 5: > $2.5B,East,63.3,Medium Priority
DF1011UT,Konmatfix,GTX Plus Basic,Engaging,Corliss Cosme,marketing,Enterprise,Tier 2: $100M-$499M,East,63.2,Medium Priority
4SOUOUKH,Treequote,GTX Plus Pro,Engaging,Vicki Laflamme,telecommunications,Corporate,Tier 5: > $2.5B,West,63.2,Medium Priority
01XZ9CRY,Initech,GTX Plus Pro,Engaging,Zane Levy,telecommunications,Corporate,Tier 5: > $2.5B,West,63.2,Medium Priority
GZCWM6GK,Statholdings,MG Special,Engaging,Elease Gluck,employment,Large,Tier 2: $100M-$499M,West,63.2,Medium Priority
I6M40320,Betatech,GTX Plus Basic,Engaging,Niesha Huffines,medical,Enterprise,Tier 3: $500M-$999M,Central,63.1,Medium Priority
7TFHGN6O,Inity,GTX Plus Pro,Engaging,Darcel Schlecht,marketing,Corporate,Tier 4: $1B-$2.5B,Central,63.1,Medium Priority
SKBDCYV5,Zencorporation,GTX Plus Basic,Engaging,Zane Levy,technology,Medium,Tier 1: < $100M,West,63.1,Medium Priority
VMIAO42Z,Donquadtech,GTX Plus Pro,Engaging,Vicki Laflamme,technology,Enterprise,Tier 4: $1B-$2.5B,West,63.0,Medium Priority
HU970PDK,Donquadtech,GTX Plus Pro,Engaging,James Ascencio,technology,Enterprise,Tier 4: $1B-$2.5B,West,63.0,Medium Priority
S3W6Q07M,Acme Corporation,GTX Plus Pro,Engaging,Kami Bicknell,technology,Enterprise,Tier 4: $1B-$2.5B,West,63.0,Medium Priority
K1K48OTP,Conecom,GTX Plus Pro,Engaging,Kary Hendrixson,technology,Enterprise,Tier 4: $1B-$2.5B,West,63.0,Medium Priority
G1M1KVHU,Xx-zobam,GTX Plus Basic,Engaging,Niesha Huffines,entertainment,Corporate,Tier 5: > $2.5B,Central,62.9,Medium Priority
DEHQTB8B,Kinnamplus,MG Special,Engaging,Boris Faz,retail,Enterprise,Tier 3: $500M-$999M,East,62.8,Medium Priority
IN9S33CD,Finhigh,GTX Plus Pro,Engaging,Rosalina Dieter,finance,Enterprise,Tier 4: $1B-$2.5B,West,62.8,Medium Priority
5UFU5IO4,Cancity,MG Special,Engaging,Corliss Cosme,retail,Enterprise,Tier 3: $500M-$999M,East,62.8,Medium Priority
WZ3FJA3V,Labdrill,GTX Plus Basic,Engaging,Zane Levy,medical,Corporate,Tier 5: > $2.5B,West,62.8,Medium Priority
7P069DNF,Labdrill,GTX Plus Basic,Engaging,Kary Hendrixson,medical,Corporate,Tier 5: > $2.5B,West,62.8,Medium Priority
PYRLUYIQ,Y-corporation,GTX Plus Basic,Engaging,Marty Freudenburg,employment,Corporate,Tier 5: > $2.5B,Central,62.8,Medium Priority
R55U5QI4,Scottech,GTX Plus Pro,Engaging,Darcel Schlecht,marketing,Medium,Tier 1: < $100M,Central,62.7,Medium Priority
FZC2J90W,Bluth Company,MG Advanced,Engaging,Maureen Marcano,technology,Enterprise,Tier 4: $1B-$2.5B,West,62.7,Medium Priority
ORYORRQV,Hottechi,GTX Basic,Engaging,Kary Hendrixson,technology,Corporate,Tier 5: > $2.5B,West,62.7,Medium Priority
246MLWZ7,Rangreen,GTX Basic,Engaging,Zane Levy,technology,Corporate,Tier 5: > $2.5B,West,62.7,Medium Priority
XT9QCG8T,Zoomit,GTX Plus Basic,Prospecting,Niesha Huffines,entertainment,Large,Tier 2: $100M-$499M,Central,62.7,Medium Priority
S2MSQIXP,Hottechi,GTX Basic,Engaging,Zane Levy,technology,Corporate,Tier 5: > $2.5B,West,62.7,Medium Priority
MNCY3CKD,Nam-zim,GTX Plus Basic,Prospecting,Niesha Huffines,services,Enterprise,Tier 2: $100M-$499M,Central,62.7,Medium Priority
9RGWSKNU,Kan-code,GTX Plus Pro,Prospecting,Gladys Colclough,software,Corporate,Tier 5: > $2.5B,Central,62.6,Medium Priority
J9PCNCUP,Golddex,GTX Basic,Engaging,Kary Hendrixson,finance,Medium,Tier 1: < $100M,West,62.6,Medium Priority
7FZ9CBZ3,Scotfind,GTX Plus Pro,Engaging,Anna Snelling,software,Corporate,Tier 5: > $2.5B,Central,62.6,Medium Priority
BYF6ABTZ,Opentech,GTX Plus Pro,Engaging,Kary Hendrixson,finance,Large,Tier 2: $100M-$499M,West,62.5,Medium Priority
PNISVWNN,Scotfind,MG Advanced,Engaging,Darcel Schlecht,software,Corporate,Tier 5: > $2.5B,Central,62.3,Medium Priority
NXXKM7C7,Cancity,GTX Plus Basic,Engaging,Daniell Hammack,retail,Enterprise,Tier 3: $500M-$999M,East,62.2,Medium Priority
BO1ZOZG2,Ontomedia,GTX Plus Basic,Engaging,Kary Hendrixson,employment,Enterprise,Tier 3: $500M-$999M,West,62.2,Medium Priority
JJGRAQ2K,Rangreen,GTX Plus Pro,Engaging,Kary Hendrixson,technology,Corporate,Tier 5: > $2.5B,West,62.2,Medium Priority
7Y530NLJ,Genco Pura Olive Oil Company,GTX Plus Basic,Engaging,Boris Faz,retail,Enterprise,Tier 3: $500M-$999M,East,62.2,Medium Priority
VAM56BG4,Acme Corporation,GTX Plus Basic,Prospecting,Darcel Schlecht,technology,Enterprise,Tier 4: $1B-$2.5B,Central,62.1,Medium Priority
579LZ3F9,J-Texon,GTX Plus Basic,Engaging,Daniell Hammack,retail,Enterprise,Tier 4: $1B-$2.5B,East,62.1,Medium Priority
ARBTXSEH,Globex Corporation,GTX Plus Basic,Prospecting,Jonathan Berthelot,technology,Enterprise,Tier 4: $1B-$2.5B,Central,62.1,Medium Priority
YYMKOAVY,Donquadtech,GTX Plus Basic,Prospecting,Marty Freudenburg,technology,Enterprise,Tier 4: $1B-$2.5B,Central,62.1,Medium Priority
JUHQ1POT,Streethex,GTX Plus Basic,Engaging,Boris Faz,retail,Enterprise,Tier 4: $1B-$2.5B,East,62.1,Medium Priority
RIC5ZHK4,Plussunin,GTX Plus Basic,Engaging,Corliss Cosme,retail,Enterprise,Tier 4: $1B-$2.5B,East,62.1,Medium Priority
RYNZ2WOK,Iselectrics,MG Advanced,Engaging,Markita Hansen,technology,Enterprise,Tier 3: $500M-$999M,West,62.1,Medium Priority
GEQ7KT9J,Plussunin,GTX Plus Basic,Engaging,Wilburn Farren,retail,Enterprise,Tier 4: $1B-$2.5B,East,62.1,Medium Priority
E617EXPD,Iselectrics,MG Advanced,Engaging,Vicki Laflamme,technology,Enterprise,Tier 3: $500M-$999M,West,62.1,Medium Priority
N5UIZYIV,Konmatfix,MG Special,Engaging,Zane Levy,marketing,Enterprise,Tier 2: $100M-$499M,West,62.0,Medium Priority
FMRVHL9O,Toughzap,GTX Plus Basic,Prospecting,Marty Freudenburg,retail,Large,Tier 2: $100M-$499M,Central,62.0,Medium Priority
ANRCHVJM,Plusstrip,MG Special,Engaging,Violet Mclelland,entertainment,Medium,Tier 2: $100M-$499M,East,62.0,Medium Priority
CZ8PPZTC,Bioplex,MG Special,Engaging,Rosie Papadopoulos,medical,Enterprise,Tier 2: $100M-$499M,East,61.9,Medium Priority
XETF5BVH,Finjob,GTX Plus Pro,Prospecting,Darcel Schlecht,employment,Enterprise,Tier 4: $1B-$2.5B,Central,61.7,Medium Priority
CMW6IQJI,Faxquote,MG Advanced,Engaging,Niesha Huffines,telecommunications,Corporate,Tier 4: $1B-$2.5B,Central,61.7,Medium Priority
YVFK9Q0W,Faxquote,MG Advanced,Prospecting,Niesha Huffines,telecommunications,Corporate,Tier 4: $1B-$2.5B,Central,61.7,Medium Priority
52V1RWCZ,Stanredtax,GTX Basic,Prospecting,Moses Frase,finance,Enterprise,Tier 4: $1B-$2.5B,Central,61.6,Medium Priority
ZT1234V3,Ron-tech,MG Advanced,Prospecting,Gladys Colclough,medical,Corporate,Tier 5: > $2.5B,Central,61.6,Medium Priority
9CYYLZ11,Stanredtax,GTX Basic,Prospecting,Marty Freudenburg,finance,Enterprise,Tier 4: $1B-$2.5B,Central,61.6,Medium Priority
8M2O0Q8V,Silis,MG Advanced,Prospecting,Versie Hillebrand,medical,Corporate,Tier 5: > $2.5B,Central,61.6,Medium Priority
WARBRUXU,Stanredtax,GTX Basic,Engaging,Jonathan Berthelot,finance,Enterprise,Tier 4: $1B-$2.5B,Central,61.6,Medium Priority
YY2DWBG5,Ron-tech,MG Advanced,Engaging,Versie Hillebrand,medical,Corporate,Tier 5: > $2.5B,Central,61.6,Medium Priority
9SLINQY5,Newex,MG Advanced,Engaging,Markita Hansen,services,Enterprise,Tier 4: $1B-$2.5B,West,61.6,Medium Priority
K7056XS7,Kinnamplus,MG Advanced,Engaging,Rosie Papadopoulos,retail,Enterprise,Tier 3: $500M-$999M,East,61.5,Medium Priority
C5B5WBY9,Sumace,GTX Plus Basic,Prospecting,Versie Hillebrand,retail,Medium,Tier 2: $100M-$499M,Central,61.5,Medium Priority
0N11U6L3,Acme Corporation,GTX Plus Basic,Engaging,Daniell Hammack,technology,Enterprise,Tier 4: $1B-$2.5B,East,61.4,Medium Priority
MPME6VZD,Dontechi,GTX Plus Basic,Engaging,Kami Bicknell,software,Corporate,Tier 5: > $2.5B,West,61.4,Medium Priority
49T60OCI,Scottech,GTX Plus Pro,Engaging,Cassey Cress,marketing,Medium,Tier 1: < $100M,East,61.4,Medium Priority
EF24VTVA,Kinnamplus,GTX Plus Pro,Engaging,James Ascencio,retail,Enterprise,Tier 3: $500M-$999M,West,61.4,Medium Priority
H7GXKD3O,Kan-code,GTX Plus Basic,Engaging,Maureen Marcano,software,Corporate,Tier 5: > $2.5B,West,61.4,Medium Priority
37UCYEDY,Bluth Company,GTX Plus Basic,Engaging,Cassey Cress,technology,Enterprise,Tier 4: $1B-$2.5B,East,61.4,Medium Priority
OT5G3M9A,Treequote,MG Advanced,Engaging,Cecily Lampkin,telecommunications,Corporate,Tier 5: > $2.5B,Central,61.3,Medium Priority
XYNTWPN1,Rundofase,MG Special,Engaging,Violet Mclelland,technology,Enterprise,Tier 4: $1B-$2.5B,East,61.3,Medium Priority
TOJ902PF,Bioholding,GTX Plus Basic,Engaging,Daniell Hammack,medical,Enterprise,Tier 3: $500M-$999M,East,61.3,Medium Priority
SJ3QA8KP,Treequote,MG Advanced,Engaging,Niesha Huffines,telecommunications,Corporate,Tier 5: > $2.5B,Central,61.3,Medium Priority
L1YN7LDL,Bluth Company,MG Special,Engaging,Cassey Cress,technology,Enterprise,Tier 4: $1B-$2.5B,East,61.3,Medium Priority
SP9W5IND,Acme Corporation,MG Special,Engaging,Boris Faz,technology,Enterprise,Tier 4: $1B-$2.5B,East,61.3,Medium Priority
3N3RAHXR,Nam-zim,GTX Plus Basic,Engaging,Cassey Cress,services,Enterprise,Tier 2: $100M-$499M,East,61.2,Medium Priority
RJYG004O,Domzoom,GTX Basic,Engaging,Daniell Hammack,entertainment,Large,Tier 2: $100M-$499M,East,61.0,Medium Priority
ZGK1AWBD,Vehement Capital Partners,MG Special,Engaging,Boris Faz,finance,Large,Tier 3: $500M-$999M,East,61.0,Medium Priority
VGSH1TSW,Vehement Capital Partners,MG Special,Engaging,Violet Mclelland,finance,Large,Tier 3: $500M-$999M,East,61.0,Medium Priority
IGHYUSN8,Golddex,GTX Plus Pro,Engaging,Vicki Laflamme,finance,Medium,Tier 1: < $100M,West,61.0,Medium Priority
29W6WPLA,Gekko & Co,GTX Plus Basic,Engaging,Jonathan Berthelot,retail,Enterprise,Tier 5: > $2.5B,Central,61.0,Medium Priority
BTDY3DHP,Vehement Capital Partners,GTX Plus Pro,Prospecting,Gladys Colclough,finance,Large,Tier 3: $500M-$999M,Central,60.9,Medium Priority
TJ03NDNX,Iselectrics,MG Advanced,Engaging,Violet Mclelland,technology,Enterprise,Tier 3: $500M-$999M,East,60.9,Medium Priority
2BXYT4PD,Funholding,GTX Plus Pro,Engaging,Hayden Neloms,finance,Corporate,Tier 5: > $2.5B,West,60.8,Medium Priority
7D75QXBD,Groovestreet,GTX Plus Basic,Engaging,Kary Hendrixson,retail,Medium,Tier 2: $100M-$499M,West,60.8,Medium Priority
BBOWBQA6,Blackzim,GTX Plus Pro,Engaging,Niesha Huffines,retail,Enterprise,Tier 2: $100M-$499M,Central,60.8,Medium Priority
NXJNQ3Z9,Plexzap,GTX Plus Basic,Prospecting,Gladys Colclough,retail,Enterprise,Tier 4: $1B-$2.5B,Central,60.7,Medium Priority
0HR4TEU4,Plussunin,GTX Plus Basic,Prospecting,Marty Freudenburg,retail,Enterprise,Tier 4: $1B-$2.5B,Central,60.7,Medium Priority
LKDSEQ2Q,Yearin,GTX Plus Basic,Prospecting,Darcel Schlecht,retail,Enterprise,Tier 4: $1B-$2.5B,Central,60.7,Medium Priority
E0S2ZL6X,Streethex,GTX Plus Basic,Prospecting,Niesha Huffines,retail,Enterprise,Tier 4: $1B-$2.5B,Central,60.7,Medium Priority
X3ZSQCH8,Scotfind,GTX Basic,Engaging,Kami Bicknell,software,Corporate,Tier 5: > $2.5B,West,60.6,Medium Priority
ZTLLHCBU,Dontechi,GTX Basic,Engaging,Kary Hendrixson,software,Corporate,Tier 5: > $2.5B,West,60.6,Medium Priority
MI3MV7PU,Acme Corporation,MG Advanced,Prospecting,Marty Freudenburg,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
9HA8VBAP,Donquadtech,MG Advanced,Prospecting,Darcel Schlecht,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
PDMZ1I99,Globex Corporation,MG Advanced,Engaging,Lajuana Vencill,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
EMH2I8XE,Acme Corporation,MG Advanced,Engaging,Lajuana Vencill,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
Z236WCM1,Vehement Capital Partners,GTX Plus Basic,Engaging,Kary Hendrixson,finance,Large,Tier 3: $500M-$999M,West,60.5,Medium Priority
Y9EBNML6,Donquadtech,MG Advanced,Prospecting,Moses Frase,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
LDQITW5C,Acme Corporation,MG Advanced,Engaging,Lajuana Vencill,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
ZNEQXZZK,Donquadtech,MG Advanced,Engaging,Anna Snelling,technology,Enterprise,Tier 4: $1B-$2.5B,Central,60.5,Medium Priority
KPH05GU8,The New York Inquirer,MG Advanced,Engaging,Lajuana Vencill,medical,Large,Tier 2: $100M-$499M,Central,60.4,Medium Priority
4G0X8VHP,Y-corporation,MG Advanced,Engaging,Markita Hansen,employment,Corporate,Tier 5: > $2.5B,West,60.4,Medium Priority
5XPYFICK,Inity,MG Special,Engaging,Rosie Papadopoulos,marketing,Corporate,Tier 4: $1B-$2.5B,East,60.4,Medium Priority
18YA4UUP,Xx-zobam,GTX Plus Pro,Engaging,Versie Hillebrand,entertainment,Corporate,Tier 5: > $2.5B,Central,60.3,Medium Priority
OAMIMSUU,Cheers,GTX Plus Pro,Prospecting,Jonathan Berthelot,entertainment,Corporate,Tier 5: > $2.5B,Central,60.3,Medium Priority
QIHWKCFK,Singletechno,MG Advanced,Engaging,Cassey Cress,retail,Corporate,Tier 4: $1B-$2.5B,East,60.2,Medium Priority
LD4F6QTP,Groovestreet,GTX Plus Pro,Engaging,Anna Snelling,retail,Medium,Tier 2: $100M-$499M,Central,60.1,Medium Priority
9P9ISECL,Sumace,GTX Plus Pro,Prospecting,Anna Snelling,retail,Medium,Tier 2: $100M-$499M,Central,60.1,Medium Priority
J31SUXQJ,Sumace,GTX Plus Pro,Engaging,Marty Freudenburg,retail,Medium,Tier 2: $100M-$499M,Central,60.1,Medium Priority
9BM1CGBV,Sumace,MG Special,Prospecting,Cecily Lampkin,retail,Medium,Tier 2: $100M-$499M,Central,60.1,Medium Priority
R9AVNYCO,Conecom,GTX Plus Basic,Engaging,Zane Levy,technology,Enterprise,Tier 4: $1B-$2.5B,West,60.0,Medium Priority
9M72KPA3,Bluth Company,GTX Plus Basic,Engaging,Kami Bicknell,technology,Enterprise,Tier 4: $1B-$2.5B,West,60.0,Medium Priority
CYWZJ2AI,Donquadtech,GTX Plus Basic,Engaging,Kary Hendrixson,technology,Enterprise,Tier 4: $1B-$2.5B,West,60.0,Medium Priority
8SVMGDPA,Donquadtech,GTX Plus Basic,Engaging,Maureen Marcano,technology,Enterprise,Tier 4: $1B-$2.5B,West,60.0,Medium Priority
AZN2K0V9,Ganjaflex,MG Advanced,Engaging,Anna Snelling,retail,Corporate,Tier 5: > $2.5B,Central,59.9,Medium Priority
BG0BLC6S,Fasehatice,MG Advanced,Prospecting,Anna Snelling,retail,Corporate,Tier 5: > $2.5B,Central,59.9,Medium Priority
FCNN6UY0,Ganjaflex,MG Advanced,Prospecting,Versie Hillebrand,retail,Corporate,Tier 5: > $2.5B,Central,59.9,Medium Priority
T9QD8U1Y,Betasoloin,MG Special,Engaging,Darcel Schlecht,medical,Medium,Tier 2: $100M-$499M,Central,59.8,Medium Priority
WLS5J30E,Inity,MG Special,Engaging,Elease Gluck,marketing,Corporate,Tier 4: $1B-$2.5B,West,59.8,Medium Priority
NEFPSWOJ,Toughzap,GTX Plus Basic,Engaging,Markita Hansen,retail,Large,Tier 2: $100M-$499M,West,59.7,Medium Priority
E6DGJSDW,Green-Plus,MG Special,Prospecting,Anna Snelling,services,Enterprise,Tier 3: $500M-$999M,Central,59.6,Medium Priority
3CB3WNBM,Kinnamplus,GTX Basic,Engaging,Boris Faz,retail,Enterprise,Tier 3: $500M-$999M,East,59.6,Medium Priority
VIY7P8J6,Hatfan,MG Special,Engaging,Versie Hillebrand,services,Enterprise,Tier 3: $500M-$999M,Central,59.6,Medium Priority
HB740BLB,Silis,MG Special,Engaging,Hayden Neloms,medical,Corporate,Tier 5: > $2.5B,West,59.6,Medium Priority
LR45YFE4,Groovestreet,MG Special,Engaging,Violet Mclelland,retail,Medium,Tier 2: $100M-$499M,East,59.5,Medium Priority
3FWZBSW1,Cancity,MG Special,Engaging,Versie Hillebrand,retail,Enterprise,Tier 3: $500M-$999M,Central,59.5,Medium Priority
WRUG19FZ,Vehement Capital Partners,MG Advanced,Engaging,Hayden Neloms,finance,Large,Tier 3: $500M-$999M,West,59.5,Medium Priority
AWCGYWTE,Kinnamplus,MG Special,Engaging,Moses Frase,retail,Enterprise,Tier 3: $500M-$999M,Central,59.5,Medium Priority
PFFHM7HR,Opentech,MG Advanced,Engaging,Markita Hansen,finance,Large,Tier 2: $100M-$499M,West,59.4,Medium Priority
